, что :  count:3180  textCnt:1255
катастрофа миг :  count:2  textCnt:2
весь московские :  count:2  textCnt:1
полёт ещё :  count:2  textCnt:2
капитан 1 :  count:2  textCnt:1
вертолет снабжен :  count:2  textCnt:2
деталь миссия :  count:2  textCnt:2
предоставляться на :  count:2  textCnt:2
пакистан к :  count:2  textCnt:2
бы весь :  count:2  textCnt:2
может идти :  count:2  textCnt:2
большинство своем :  count:2  textCnt:2
эмбрион макака :  count:2  textCnt:1
согласно он :  count:2  textCnt:2
американский летчиком :  count:2  textCnt:2
новинка . :  count:2  textCnt:2
29 и :  count:2  textCnt:2
нормально . :  count:2  textCnt:2
увеличить в :  count:2  textCnt:2
быль привлечён :  count:2  textCnt:2
лечу в :  count:2  textCnt:2
с pc :  count:2  textCnt:1
касаюсь не :  count:2  textCnt:2
один солнечный :  count:2  textCnt:1
же пресс :  count:2  textCnt:2
, предполагающий :  count:2  textCnt:2
rutan . :  count:2  textCnt:2
также пообещал :  count:2  textCnt:2
. подлодка :  count:2  textCnt:2
коламбии и :  count:2  textCnt:2
отдельный фрагмент :  count:2  textCnt:2
причина его :  count:2  textCnt:2
их влияние :  count:2  textCnt:2
23 летний :  count:2  textCnt:2
срок до :  count:2  textCnt:2
решение принят :  count:2  textCnt:2
и резиновый :  count:2  textCnt:2
настаиваю прежде :  count:2  textCnt:2
австралия в :  count:2  textCnt:2
. тут :  count:2  textCnt:2
сша полностью :  count:2  textCnt:2
авиаконструктор берт :  count:2  textCnt:2
и зрительный :  count:2  textCnt:1
себя обязательство :  count:2  textCnt:2
осадки , :  count:2  textCnt:2
iucn , :  count:2  textCnt:2
середина 1980 :  count:2  textCnt:2
сорняк arabidopsis :  count:2  textCnt:2
который прилетел :  count:2  textCnt:2
болгария и :  count:2  textCnt:2
договорился вместе :  count:2  textCnt:2
что объясняюсь :  count:2  textCnt:2
, внешне :  count:2  textCnt:2
некоторые проблема :  count:2  textCnt:2
галактика не :  count:2  textCnt:1
учение воздушно :  count:2  textCnt:2
с седной :  count:2  textCnt:1
бортинженер американец :  count:2  textCnt:2
полёт cassini :  count:2  textCnt:2
есть оказывать :  count:2  textCnt:2
североатлантический регион :  count:2  textCnt:2
численность американский :  count:2  textCnt:2
протон основной :  count:2  textCnt:2
деталь для :  count:2  textCnt:2
примерно 2 :  count:2  textCnt:2
снимка это :  count:2  textCnt:2
. прописка :  count:2  textCnt:2
ограниченный применение :  count:2  textCnt:2
попытка должен :  count:2  textCnt:2
на 2007 :  count:2  textCnt:2
угрожаю жизнь :  count:2  textCnt:2
искусственный лапа :  count:2  textCnt:2
существую около :  count:2  textCnt:2
воздействие электричество :  count:2  textCnt:2
стекловолоконный ткань :  count:2  textCnt:2
астронавт уж :  count:2  textCnt:2
школьник в :  count:2  textCnt:1
, акция :  count:2  textCnt:2
для расследование :  count:2  textCnt:2
же название :  count:2  textCnt:2
вмф получил :  count:2  textCnt:2
сверхзвуковой управляемый :  count:2  textCnt:2
с диапазон :  count:2  textCnt:2
. разгадка :  count:2  textCnt:2
более 350 :  count:2  textCnt:2
деятельность на :  count:2  textCnt:2
обнаружить , :  count:2  textCnt:2
контейнер , :  count:2  textCnt:2
третичный период :  count:2  textCnt:2
использование российский :  count:2  textCnt:2
iucn . :  count:2  textCnt:2
новороссийск свой :  count:2  textCnt:2
позволяю решить :  count:2  textCnt:2
, томас :  count:2  textCnt:2
начнется с :  count:2  textCnt:2
вселенная с :  count:2  textCnt:2
и сбор :  count:2  textCnt:2
данные магатэ :  count:2  textCnt:2
весь часть :  count:2  textCnt:2
расчетам . :  count:2  textCnt:2
. mars :  count:2  textCnt:2
показал в :  count:2  textCnt:2
тревога у :  count:2  textCnt:2
кб туполев :  count:2  textCnt:1
международный исследование :  count:2  textCnt:2
для следующий :  count:2  textCnt:2
решать проблема :  count:2  textCnt:2
экосистема . :  count:2  textCnt:2
создал и :  count:2  textCnt:2
исчезнуть с :  count:2  textCnt:2
статья исследователь :  count:2  textCnt:2
28 сентябрь :  count:2  textCnt:2
тканее , :  count:2  textCnt:2
пилот в :  count:2  textCnt:2
археолог говард :  count:2  textCnt:2
успешно отстыковался :  count:2  textCnt:2
учёный пробурил :  count:2  textCnt:1
крайний случай :  count:2  textCnt:2
сила великобритания :  count:2  textCnt:2
рост преступность :  count:2  textCnt:2
другой американский :  count:2  textCnt:2
его из :  count:2  textCnt:2
астроном получил :  count:2  textCnt:2
собственный ось :  count:2  textCnt:2
, узнал :  count:2  textCnt:2
это пост :  count:2  textCnt:2
не мешаю :  count:2  textCnt:2
студент , :  count:2  textCnt:2
михаил тюрин :  count:2  textCnt:2
баз после :  count:2  textCnt:2
больший надежда :  count:2  textCnt:2
более опасный :  count:2  textCnt:2
луна не :  count:2  textCnt:2
nasa за :  count:2  textCnt:2
получил приз :  count:2  textCnt:2
диверсант . :  count:2  textCnt:2
и автор :  count:2  textCnt:2
весь вселенная :  count:2  textCnt:2
работа марсоход :  count:2  textCnt:2
аналоговый телевидение :  count:2  textCnt:2
создание военный :  count:2  textCnt:2
на 500 :  count:2  textCnt:1
бы её :  count:2  textCnt:2
планируюсь отработать :  count:2  textCnt:2
в полёт :  count:2  textCnt:2
международный аэропорт :  count:2  textCnt:2
это путешествие :  count:2  textCnt:2
30 килограмм :  count:2  textCnt:2
. браунли :  count:2  textCnt:1
малкин . :  count:2  textCnt:2
исчез с :  count:2  textCnt:2
каждый два :  count:2  textCnt:2
магазин появился :  count:2  textCnt:2
образование отныне :  count:2  textCnt:2
вакцина от :  count:2  textCnt:1
из принстонский :  count:2  textCnt:2
орбитальный модуль :  count:2  textCnt:2
. вттв :  count:2  textCnt:1
либерально демократический :  count:2  textCnt:2
американский столица :  count:2  textCnt:2
скорость объект :  count:2  textCnt:1
помог отслеживать :  count:2  textCnt:2
энергетик будущее :  count:2  textCnt:2
рассчитываю на :  count:2  textCnt:2
есть отстранен :  count:2  textCnt:2
распространение по :  count:2  textCnt:1
, обогревающий :  count:2  textCnt:2
бывший директор :  count:2  textCnt:2
побережье африка :  count:2  textCnt:2
лейтенант и :  count:2  textCnt:1
гранатомета и :  count:2  textCnt:2
reconaissance orbiter :  count:2  textCnt:2
рвсн генерал :  count:2  textCnt:2
бронирование . :  count:2  textCnt:2
среда российский :  count:2  textCnt:2
поиск новое :  count:2  textCnt:2
исходящий от :  count:2  textCnt:2
владелец мобильный :  count:2  textCnt:2
от тактический :  count:2  textCnt:2
расположенный вокруг :  count:2  textCnt:2
максимум информация :  count:2  textCnt:2
граница россия :  count:2  textCnt:2
другой формат :  count:2  textCnt:2
, удалён :  count:2  textCnt:2
grumman , :  count:2  textCnt:2
подпись имею :  count:2  textCnt:2
республика намерен :  count:2  textCnt:2
и электроника :  count:2  textCnt:2
исследовать около :  count:2  textCnt:2
ипотечный система :  count:2  textCnt:1
на 80 :  count:2  textCnt:1
магнитный парус :  count:2  textCnt:1
время может :  count:2  textCnt:2
отделение математический :  count:2  textCnt:2
на странный :  count:2  textCnt:2
nasa надеюсь :  count:2  textCnt:2
генетический экспертиза :  count:2  textCnt:2
территория киргизия :  count:2  textCnt:1
скромный процессия :  count:2  textCnt:1
аренда космодром :  count:2  textCnt:2
научный комитет :  count:2  textCnt:2
правый створка :  count:2  textCnt:2
о каждый :  count:2  textCnt:2
двое член :  count:2  textCnt:2
способен разрушать :  count:2  textCnt:2
поднимать до :  count:2  textCnt:2
поднялся , :  count:2  textCnt:2
приема на :  count:2  textCnt:2
сделан на :  count:2  textCnt:2
430 миллион :  count:2  textCnt:2
завершился неудача :  count:2  textCnt:2
спутник университетский :  count:2  textCnt:1
договор между :  count:2  textCnt:2
за исключение :  count:2  textCnt:2
достаточно велик :  count:2  textCnt:2
такой расстояние :  count:2  textCnt:2
свидетельство о :  count:2  textCnt:2
специалист сделал :  count:2  textCnt:2
разрушение поступать :  count:2  textCnt:2
кремниевый кристалл :  count:2  textCnt:1
, следить :  count:2  textCnt:2
примерно восемь :  count:2  textCnt:2
сопровождать представитель :  count:2  textCnt:2
серьезную опасность :  count:2  textCnt:2
тело животное :  count:2  textCnt:2
отслеживать их :  count:2  textCnt:2
время осада :  count:2  textCnt:2
, служба :  count:2  textCnt:2
двумерный кристалл :  count:2  textCnt:1
сша создал :  count:2  textCnt:2
превысил 4 :  count:2  textCnt:2
. интересно :  count:2  textCnt:2
его 2003 :  count:2  textCnt:2
чистый источник :  count:2  textCnt:2
было осуществлён :  count:2  textCnt:2
всплеск , :  count:2  textCnt:2
просто некуда :  count:2  textCnt:1
выбившийся полоска :  count:2  textCnt:1
жизненный форма :  count:2  textCnt:2
. посольство :  count:2  textCnt:2
когатько . :  count:2  textCnt:1
, воспринимающий :  count:2  textCnt:2
шэньчжоу 5 :  count:2  textCnt:2
неполадка помешал :  count:2  textCnt:2
платан , :  count:2  textCnt:2
, причастный :  count:2  textCnt:2
практически неотличим :  count:2  textCnt:2
страна по :  count:2  textCnt:2
это убедиться :  count:2  textCnt:2
корабль нахожусь :  count:2  textCnt:2
фред кавли :  count:2  textCnt:1
, продолжаю :  count:2  textCnt:2
потребовал вывести :  count:2  textCnt:2
возможность и :  count:2  textCnt:2
оказался устаревший :  count:2  textCnt:1
два украинский :  count:2  textCnt:2
санта барбара :  count:2  textCnt:1
скафандр командир :  count:2  textCnt:2
клетка организм :  count:2  textCnt:2
возвращение discovery :  count:2  textCnt:2
оборона япония :  count:2  textCnt:2
с 4 :  count:2  textCnt:2
закончил работа :  count:2  textCnt:2
подлог . :  count:2  textCnt:1
поправка к :  count:2  textCnt:1
аэс , :  count:2  textCnt:2
доброволец контрактник :  count:2  textCnt:2
есть комплектоваться :  count:2  textCnt:2
внешний бак :  count:2  textCnt:2
компенсация , :  count:2  textCnt:2
измерение , :  count:2  textCnt:2
есть смонтирован :  count:2  textCnt:2
найден древнейший :  count:2  textCnt:2
как аналог :  count:2  textCnt:2
другой проблема :  count:2  textCnt:2
значительно меньший :  count:2  textCnt:2
испытание это :  count:2  textCnt:2
возможность столь :  count:2  textCnt:2
новое южный :  count:2  textCnt:2
водоемы . :  count:2  textCnt:2
действие система :  count:2  textCnt:2
тогда можно :  count:2  textCnt:2
антонов . :  count:2  textCnt:2
год под :  count:2  textCnt:2
сiч 1м :  count:2  textCnt:1
профессор кашер :  count:2  textCnt:1
полёт по :  count:2  textCnt:2
корпус шаттл :  count:2  textCnt:2
даже самый :  count:2  textCnt:2
чёрный вдова :  count:2  textCnt:1
мыслю , :  count:2  textCnt:2
а тем :  count:2  textCnt:2
всегда быль :  count:2  textCnt:2
записанный на :  count:2  textCnt:2
расстояние примерно :  count:2  textCnt:2
качество пилот :  count:2  textCnt:1
он прихожусь :  count:2  textCnt:2
от проблема :  count:2  textCnt:2
полученный до :  count:2  textCnt:2
система социальный :  count:2  textCnt:2
не пользуюсь :  count:2  textCnt:2
переговоры начался :  count:2  textCnt:2
вооружённый конфликт :  count:2  textCnt:2
название по :  count:2  textCnt:2
машин на :  count:2  textCnt:2
ii международный :  count:2  textCnt:1
являюсь ещё :  count:2  textCnt:2
поставка военный :  count:2  textCnt:2
мкс успешно :  count:2  textCnt:2
достигать несколько :  count:2  textCnt:2
иракец . :  count:2  textCnt:2
сделан , :  count:2  textCnt:2
, пользуюсь :  count:2  textCnt:2
корабль shenzhou :  count:2  textCnt:1
российский парламент :  count:2  textCnt:2
она врезаюсь :  count:2  textCnt:2
от норма :  count:2  textCnt:2
планирую в :  count:2  textCnt:2
яркий звезда :  count:2  textCnt:2
прибыл немецкий :  count:2  textCnt:2
laboratory . :  count:2  textCnt:2
22 август :  count:2  textCnt:2
не обязательно :  count:2  textCnt:2
орбита любой :  count:2  textCnt:2
исключил возможность :  count:2  textCnt:2
полученный изображение :  count:2  textCnt:2
уменьшение толщина :  count:2  textCnt:2
стал крупнейший :  count:2  textCnt:2
хороший состояние :  count:2  textCnt:2
впервые поднялся :  count:2  textCnt:2
israel aircraft :  count:2  textCnt:2
такой взвешивание :  count:2  textCnt:2
образ жизнь :  count:2  textCnt:2
суицид стал :  count:2  textCnt:2
применение сила :  count:2  textCnt:2
и сержант :  count:2  textCnt:2
инструкция , :  count:2  textCnt:2
не упоминаюсь :  count:2  textCnt:2
подобный опыт :  count:2  textCnt:2
с ситуация :  count:2  textCnt:2
представить новый :  count:2  textCnt:2
возвращение космический :  count:2  textCnt:2
летаю мкс :  count:2  textCnt:2
древние житель :  count:2  textCnt:2
japantoday . :  count:2  textCnt:2
станция smart :  count:2  textCnt:2
подобный запуск :  count:2  textCnt:2
пожарный и :  count:2  textCnt:2
олсена отстранил :  count:2  textCnt:1
только 40 :  count:2  textCnt:2
император ношу :  count:2  textCnt:1
строя оружие :  count:2  textCnt:2
геологический процесс :  count:2  textCnt:2
культура мир :  count:2  textCnt:2
же звук :  count:2  textCnt:2
система разведка :  count:2  textCnt:2
слышать приказ :  count:2  textCnt:1
марс по :  count:2  textCnt:2
год huygens :  count:2  textCnt:2
и кнр :  count:2  textCnt:2
реальный условие :  count:2  textCnt:2
лицензия . :  count:2  textCnt:2
лето 2004 :  count:2  textCnt:2
немецкий коллега :  count:2  textCnt:2
есть сражаться :  count:2  textCnt:2
нахождение на :  count:2  textCnt:2
5 вывел :  count:2  textCnt:2
arabidopsis , :  count:2  textCnt:2
больший пирамида :  count:2  textCnt:1
заявление министерство :  count:2  textCnt:2
на наличие :  count:2  textCnt:2
её причина :  count:2  textCnt:2
принятый 35 :  count:2  textCnt:2
крыло новое :  count:2  textCnt:2
открытие молекулярный :  count:2  textCnt:2
фактически оказался :  count:2  textCnt:1
48 машин :  count:2  textCnt:2
чекалин . :  count:2  textCnt:1
высота который :  count:2  textCnt:2
который показал :  count:2  textCnt:2
уж стою :  count:2  textCnt:2
государство мир :  count:2  textCnt:2
уж применяюсь :  count:2  textCnt:2
и сирия :  count:2  textCnt:2
технология применяюсь :  count:2  textCnt:2
производство энергия :  count:2  textCnt:2
обеспечить прием :  count:2  textCnt:2
красное водоросль :  count:2  textCnt:1
задача есть :  count:2  textCnt:2
. последствие :  count:2  textCnt:2
омск увидел :  count:2  textCnt:1
рассматриваюсь как :  count:2  textCnt:2
как полёт :  count:2  textCnt:2
наплавной мост :  count:2  textCnt:1
семеро астронавт :  count:2  textCnt:2
отложение . :  count:2  textCnt:2
год сша :  count:2  textCnt:2
боевой потеря :  count:2  textCnt:2
аудитория , :  count:2  textCnt:2
энергетический батончик :  count:2  textCnt:1
аппарат от :  count:2  textCnt:2
северный ледяной :  count:2  textCnt:2
затем посол :  count:2  textCnt:2
японский суперкомпьютер :  count:2  textCnt:2
острый зуб :  count:2  textCnt:2
весь 5 :  count:2  textCnt:2
изотоп . :  count:2  textCnt:1
. безусловно :  count:2  textCnt:2
ан 24 :  count:2  textCnt:2
привлечь внимание :  count:2  textCnt:2
провожу у :  count:2  textCnt:1
остров на :  count:2  textCnt:2
тяга , :  count:2  textCnt:2
высота 15 :  count:2  textCnt:2
реактор с :  count:2  textCnt:2
тело подобный :  count:2  textCnt:1
410 единица :  count:2  textCnt:2
лауреат в :  count:2  textCnt:2
время представитель :  count:2  textCnt:2
широта 2 :  count:2  textCnt:2
як 12 :  count:2  textCnt:2
в 1602 :  count:2  textCnt:1
это американец :  count:2  textCnt:2
древность . :  count:2  textCnt:2
если акула :  count:2  textCnt:2
штат придется :  count:2  textCnt:2
й рвб :  count:2  textCnt:2
есть потрачен :  count:2  textCnt:2
противопоказание к :  count:2  textCnt:1
130 specter :  count:2  textCnt:1
в магазин :  count:2  textCnt:2
этот болезнь :  count:2  textCnt:1
музыка на :  count:2  textCnt:2
сторона впредь :  count:2  textCnt:2
отмена сделка :  count:2  textCnt:1
связался с :  count:2  textCnt:2
и минобороны :  count:2  textCnt:2
мвд и :  count:2  textCnt:2
гражданский свобода :  count:2  textCnt:2
результат по :  count:2  textCnt:2
по суше :  count:2  textCnt:2
может отправляться :  count:2  textCnt:2
залив в :  count:2  textCnt:2
направлен комиссия :  count:2  textCnt:2
что процесс :  count:2  textCnt:2
поздний на :  count:2  textCnt:2
его план :  count:2  textCnt:2
заместитель о :  count:2  textCnt:2
лишь подстегивает :  count:2  textCnt:2
заключение по :  count:2  textCnt:2
мультимедийный услуга :  count:2  textCnt:2
на неназванный :  count:2  textCnt:2
300 раз :  count:2  textCnt:2
эксперт сомневаюсь :  count:2  textCnt:2
пока подобный :  count:2  textCnt:2
погашение долг :  count:2  textCnt:2
знание о :  count:2  textCnt:2
быстро двигающийся :  count:2  textCnt:2
из датчик :  count:2  textCnt:2
вновь вышел :  count:2  textCnt:2
один плоскость :  count:2  textCnt:2
. существующий :  count:2  textCnt:2
всемирный наследие :  count:2  textCnt:2
владимир кудрявцев :  count:2  textCnt:1
передан на :  count:2  textCnt:2
ирак 77 :  count:2  textCnt:2
последний 25 :  count:2  textCnt:2
, идея :  count:2  textCnt:2
проект рон :  count:2  textCnt:2
конкурс выиграл :  count:2  textCnt:2
более трудный :  count:2  textCnt:2
с фебой :  count:2  textCnt:2
уникальный в :  count:2  textCnt:2
отстранен от :  count:2  textCnt:2
путин запретил :  count:2  textCnt:2
рассчитываю найти :  count:2  textCnt:2
вулканический пепел :  count:2  textCnt:1
ультрафиолетовый луч :  count:2  textCnt:2
радиоволна , :  count:2  textCnt:2
гудков , :  count:2  textCnt:1
чем к :  count:2  textCnt:2
вы , :  count:2  textCnt:2
который сделал :  count:2  textCnt:2
который заметно :  count:2  textCnt:2
экспресс ам22 :  count:2  textCnt:2
в государственный :  count:2  textCnt:2
спектральный анализ :  count:2  textCnt:2
судорога , :  count:2  textCnt:2
есть он :  count:2  textCnt:2
на фундаментальный :  count:2  textCnt:2
для автономный :  count:2  textCnt:2
минус 80 :  count:2  textCnt:2
о размер :  count:2  textCnt:2
повышенный интерес :  count:2  textCnt:2
обстоятельство катастрофа :  count:2  textCnt:2
вглубь , :  count:2  textCnt:2
rockviss экипаж :  count:2  textCnt:2
в торговля :  count:2  textCnt:1
есть величайший :  count:2  textCnt:2
опробован на :  count:2  textCnt:2
а производство :  count:2  textCnt:2
который cassini :  count:2  textCnt:2
аварийный посадка :  count:2  textCnt:2
смог завершить :  count:2  textCnt:2
правительственный чиновник :  count:2  textCnt:2
премия составил :  count:2  textCnt:2
на римский :  count:2  textCnt:1
звезда с :  count:2  textCnt:2
земля 4 :  count:2  textCnt:2
антарктический станция :  count:2  textCnt:2
её реализация :  count:2  textCnt:2
достиг орбита :  count:2  textCnt:2
для матрос :  count:2  textCnt:2
отказ блок :  count:2  textCnt:2
создал в :  count:2  textCnt:2
оценить состояние :  count:2  textCnt:2
естествознание и :  count:2  textCnt:2
с война :  count:2  textCnt:2
airport express :  count:2  textCnt:1
полученный другой :  count:2  textCnt:2
попадание бронебоен :  count:2  textCnt:2
гкнпц имя :  count:2  textCnt:2
в гизе :  count:2  textCnt:2
планет отправился :  count:2  textCnt:2
аппарат кассини :  count:2  textCnt:2
уж было :  count:2  textCnt:2
слой пылю :  count:2  textCnt:2
весь подразделение :  count:2  textCnt:2
, уран :  count:2  textCnt:2
принимаю непосредственный :  count:2  textCnt:2
среда американский :  count:2  textCnt:2
выше в :  count:2  textCnt:2
труд эхуд :  count:2  textCnt:2
луч на :  count:2  textCnt:2
и 2000 :  count:2  textCnt:2
себя миниатюрный :  count:2  textCnt:2
александр шейндлину :  count:2  textCnt:2
пошёл служить :  count:2  textCnt:2
советский времен :  count:2  textCnt:2
й по :  count:2  textCnt:2
трансплантация . :  count:2  textCnt:1
который регулярно :  count:2  textCnt:2
нем , :  count:2  textCnt:2
тренировка на :  count:2  textCnt:2
из под :  count:2  textCnt:2
мю созвездие :  count:2  textCnt:2
на черноморский :  count:2  textCnt:2
выполнение контракт :  count:2  textCnt:2
micro edition :  count:2  textCnt:1
тритон , :  count:2  textCnt:2
мышь . :  count:2  textCnt:2
и переход :  count:2  textCnt:2
персонал , :  count:2  textCnt:2
разный государство :  count:2  textCnt:2
должен внести :  count:2  textCnt:2
талидомид . :  count:2  textCnt:1
сфинкс есть :  count:2  textCnt:1
неизвестный причина :  count:2  textCnt:2
могу получать :  count:2  textCnt:2
ниже . :  count:2  textCnt:2
посетил глава :  count:2  textCnt:2
безжизненный место :  count:2  textCnt:2
. правозащитник :  count:2  textCnt:2
эксперимент уж :  count:2  textCnt:2
миллиметр осадки :  count:2  textCnt:2
не опроверг :  count:2  textCnt:2
у перевернутого :  count:2  textCnt:2
прибыл российский :  count:2  textCnt:2
гараж , :  count:2  textCnt:2
протяжение пять :  count:2  textCnt:2
друг за :  count:2  textCnt:2
и никто :  count:2  textCnt:2
в эволюция :  count:2  textCnt:1
charles duelfer :  count:2  textCnt:2
описан в :  count:2  textCnt:2
есть уточняться :  count:2  textCnt:2
москва пролетел :  count:2  textCnt:1
на спирт :  count:2  textCnt:1
высокий четкости :  count:2  textCnt:2
и лишь :  count:2  textCnt:2
тадатоси акиба :  count:2  textCnt:2
весь 25 :  count:2  textCnt:2
уничтожен на :  count:2  textCnt:2
токио прибыл :  count:2  textCnt:2
на неопределенный :  count:2  textCnt:2
плат и :  count:2  textCnt:2
скопление , :  count:2  textCnt:2
много временю :  count:2  textCnt:2
, некогда :  count:2  textCnt:2
спецпокрытия , :  count:2  textCnt:2
по мкс :  count:2  textCnt:2
получать по :  count:2  textCnt:2
треть территория :  count:2  textCnt:2
список всемирный :  count:2  textCnt:2
, 12 :  count:2  textCnt:2
оснащен экспериментальный :  count:2  textCnt:2
теория эволюция :  count:2  textCnt:2
глава европейский :  count:2  textCnt:2
исчезаю и :  count:2  textCnt:2
аналогичный устройство :  count:2  textCnt:2
и решён :  count:2  textCnt:2
шаттлворт в :  count:2  textCnt:2
сила быстрый :  count:2  textCnt:2
ввс уж :  count:2  textCnt:2
использовать с :  count:2  textCnt:2
рассвет 21 :  count:2  textCnt:2
американский обитаемый :  count:2  textCnt:2
превышаю земной :  count:2  textCnt:2
обратился с :  count:2  textCnt:2
япония может :  count:2  textCnt:2
союзник сша :  count:2  textCnt:2
который пришёлся :  count:2  textCnt:2
, север :  count:2  textCnt:1
выбор и :  count:2  textCnt:2
испанский газета :  count:2  textCnt:2
мы сталкиваюсь :  count:2  textCnt:2
программа сша :  count:2  textCnt:2
операция из :  count:2  textCnt:2
обитание . :  count:2  textCnt:2
полетом президент :  count:2  textCnt:2
более 40 :  count:2  textCnt:2
европейский проект :  count:2  textCnt:2
в целесообразность :  count:2  textCnt:2
состав похож :  count:2  textCnt:1
заинтересован в :  count:2  textCnt:2
автоматический станция :  count:2  textCnt:2
планировавшийся на :  count:2  textCnt:1
общий с :  count:2  textCnt:2
этот редкий :  count:2  textCnt:2
. пробный :  count:2  textCnt:2
по сам :  count:2  textCnt:2
рыба губан :  count:2  textCnt:1
xm3 radio :  count:2  textCnt:2
двигающий сила :  count:2  textCnt:2
однако затопление :  count:2  textCnt:2
починил система :  count:2  textCnt:1
10 25 :  count:2  textCnt:2
являюсь лучший :  count:2  textCnt:2
автономный режим :  count:2  textCnt:2
не учитываюсь :  count:2  textCnt:2
дейтерий и :  count:2  textCnt:2
зажигательный пуля :  count:2  textCnt:2
в традиционный :  count:2  textCnt:2
многие американец :  count:2  textCnt:1
и заниматься :  count:2  textCnt:2
способен исправить :  count:2  textCnt:2
над красная :  count:2  textCnt:1
диапазон аппарат :  count:2  textCnt:2
воспитание ребёнок :  count:2  textCnt:1
2005 посетил :  count:2  textCnt:2
спецтехник фсб :  count:2  textCnt:2
. кейперс :  count:2  textCnt:2
план совместный :  count:2  textCnt:2
ещё много :  count:2  textCnt:2
о отправка :  count:2  textCnt:2
россия за :  count:2  textCnt:2
, обломок :  count:2  textCnt:2
семья , :  count:2  textCnt:2
соглашение по :  count:2  textCnt:2
от масса :  count:2  textCnt:2
начальник военный :  count:2  textCnt:1
сенсация , :  count:2  textCnt:1
в двигательный :  count:2  textCnt:2
дорожный движение :  count:2  textCnt:2
другой часть :  count:2  textCnt:2
как никогда :  count:2  textCnt:2
интенсивно , :  count:2  textCnt:2
не утвердил :  count:2  textCnt:2
труднодоступный район :  count:2  textCnt:2
нетрадиционный схема :  count:2  textCnt:1
миллион из :  count:2  textCnt:2
шумилин . :  count:2  textCnt:1
космос турист :  count:2  textCnt:2
с южнокорейский :  count:2  textCnt:2
что появление :  count:2  textCnt:2
слабо . :  count:2  textCnt:2
200 , :  count:2  textCnt:2
перестыковка союз :  count:2  textCnt:2
тысячелетие до :  count:2  textCnt:2
длюсь пять :  count:2  textCnt:2
переход между :  count:2  textCnt:2
временю есть :  count:2  textCnt:2
область применение :  count:2  textCnt:2
с ликвидация :  count:2  textCnt:1
астронавт придется :  count:2  textCnt:2
сорт арабика :  count:2  textCnt:1
24 апрель :  count:2  textCnt:2
и активный :  count:2  textCnt:2
люк шлюз :  count:2  textCnt:2
к соглашение :  count:2  textCnt:1
. молодая :  count:2  textCnt:2
ядро из :  count:2  textCnt:2
пообещал закрыть :  count:2  textCnt:2
его сын :  count:2  textCnt:2
комиссия юнеско :  count:2  textCnt:1
боева задача :  count:2  textCnt:2
сообщаю ha :  count:2  textCnt:2
гринвичский временю :  count:2  textCnt:2
и передаю :  count:2  textCnt:2
красное карлик :  count:2  textCnt:2
созвездие кит :  count:2  textCnt:2
автомашина . :  count:2  textCnt:2
по борьба :  count:2  textCnt:2
состояние его :  count:2  textCnt:2
для разминирование :  count:2  textCnt:2
запуск не :  count:2  textCnt:2
причина не :  count:2  textCnt:2
мост в :  count:2  textCnt:1
станция вышел :  count:2  textCnt:2
футбольный пол :  count:2  textCnt:2
с закрепленным :  count:2  textCnt:2
из пункт :  count:2  textCnt:2
таяние снег :  count:2  textCnt:2
первый эксперимент :  count:2  textCnt:2
последний британский :  count:2  textCnt:1
зарегистрирован новый :  count:2  textCnt:1
для королевский :  count:2  textCnt:2
орбита новый :  count:2  textCnt:2
составлявший в :  count:2  textCnt:2
успешно приземлился :  count:2  textCnt:2
орган слух :  count:2  textCnt:1
что израильский :  count:2  textCnt:2
ирак на :  count:2  textCnt:2
привёл и :  count:2  textCnt:2
раз археолог :  count:2  textCnt:2
по 30 :  count:2  textCnt:2
что волна :  count:2  textCnt:2
правительство намерен :  count:2  textCnt:2
время полный :  count:2  textCnt:2
для выявление :  count:2  textCnt:1
пятница cnn :  count:2  textCnt:2
на армия :  count:2  textCnt:2
дождь из :  count:2  textCnt:2
играю роль :  count:2  textCnt:2
и особо :  count:2  textCnt:1
от аренда :  count:2  textCnt:2
тибетский плато :  count:2  textCnt:1
некоторые предположение :  count:2  textCnt:2
на видимый :  count:2  textCnt:2
провожусь подготовка :  count:2  textCnt:2
планирую ввести :  count:2  textCnt:2
, выпустил :  count:2  textCnt:2
слой над :  count:2  textCnt:2
краткосрочный командировка :  count:2  textCnt:2
путин ратифицировал :  count:2  textCnt:1
до нея :  count:2  textCnt:2
чем . :  count:2  textCnt:2
холодильник по :  count:2  textCnt:2
самолёт stargazer :  count:2  textCnt:2
млекопитающее в :  count:2  textCnt:2
состав тихоокеанский :  count:2  textCnt:2
финансирование космический :  count:2  textCnt:2
ракета разрушился :  count:2  textCnt:2
госдума ратифицировал :  count:2  textCnt:2
а тот :  count:2  textCnt:2
сориентировал на :  count:2  textCnt:2
который пользуюсь :  count:2  textCnt:2
ломать голов :  count:2  textCnt:2
общий масса :  count:2  textCnt:2
завод перед :  count:2  textCnt:2
в триста :  count:2  textCnt:2
этот небесный :  count:2  textCnt:2
быть объяснён :  count:2  textCnt:2
44 минута :  count:2  textCnt:2
летний ян :  count:2  textCnt:2
можно определить :  count:2  textCnt:2
объявлять о :  count:2  textCnt:2
избавился от :  count:2  textCnt:2
заявил джон :  count:2  textCnt:2
контролировать состояние :  count:2  textCnt:2
отдельный узел :  count:2  textCnt:2
