. по слово :  count:343  textCnt:302
в военный операция :  count:2  textCnt:2
масса плотность барион :  count:2  textCnt:1
к том момент :  count:2  textCnt:2
в среда стал :  count:2  textCnt:2
. после официальный :  count:2  textCnt:2
из наиболее важный :  count:2  textCnt:2
. перминов сообщил :  count:2  textCnt:2
среда в ход :  count:2  textCnt:2
, что возраст :  count:2  textCnt:2
. общий объел :  count:2  textCnt:2
ни академия наука :  count:2  textCnt:2
водный преграда . :  count:2  textCnt:2
в пятница астронавт :  count:2  textCnt:2
уровень , который :  count:2  textCnt:2
f 16 ввс :  count:2  textCnt:1
вырос на 2 :  count:2  textCnt:2
коралловый риф в :  count:2  textCnt:2
шаттл . фэгет :  count:2  textCnt:1
теория чарльз дарвин :  count:2  textCnt:2
севастополь уходить не :  count:2  textCnt:2
американский астронавт , :  count:2  textCnt:2
полетом в космос :  count:2  textCnt:2
корабль с ядерный :  count:2  textCnt:2
новое космический проект :  count:2  textCnt:2
его особенность являюсь :  count:2  textCnt:2
свой ближайший сосед :  count:2  textCnt:2
начало 2006 год :  count:2  textCnt:2
не думаю , :  count:2  textCnt:2
. перед стыковка :  count:2  textCnt:2
взлета шаттл отвалившийся :  count:2  textCnt:2
центр nasa ames :  count:2  textCnt:2
opportunity нашел на :  count:2  textCnt:2
предписываю руководствоваться положение :  count:2  textCnt:2
основной задача экипаж :  count:2  textCnt:2
ядерный держава , :  count:2  textCnt:2
часть из они :  count:2  textCnt:2
в дагестан , :  count:2  textCnt:2
вооружение китай . :  count:2  textCnt:2
решил не ремонтировать :  count:2  textCnt:1
исследовательский зонд к :  count:2  textCnt:2
производство занимаюсь оао :  count:2  textCnt:2
редкий животное , :  count:2  textCnt:2
поверхность . в :  count:2  textCnt:2
и провел на :  count:2  textCnt:2
, также выработавший :  count:2  textCnt:2
её нахожу в :  count:2  textCnt:2
известность в 1986 :  count:2  textCnt:2
километр , затем :  count:2  textCnt:2
стоянка самолёт , :  count:2  textCnt:2
только за последний :  count:2  textCnt:2
ми 28h ночной :  count:2  textCnt:1
50 световы год :  count:2  textCnt:2
и максимально изолирован :  count:2  textCnt:2
запуск , вызванный :  count:2  textCnt:2
ракета могу быть :  count:2  textCnt:2
30 мм . :  count:2  textCnt:2
станция провожусь впервые :  count:2  textCnt:2
к 2030 год :  count:2  textCnt:2
мужчина . как :  count:2  textCnt:2
авария . российский :  count:2  textCnt:2
строение и химический :  count:2  textCnt:2
атмосфера , то :  count:2  textCnt:2
и северный америка :  count:2  textCnt:2
, sony и :  count:2  textCnt:1
, сообщаю nbc :  count:2  textCnt:2
разрушаюсь пру извлечение :  count:2  textCnt:2
около 10 миллион :  count:2  textCnt:2
не планируюсь он :  count:2  textCnt:2
заложен в 1997 :  count:2  textCnt:2
этот учение не :  count:2  textCnt:2
, космический аппарат :  count:2  textCnt:2
территория украина нахожусь :  count:2  textCnt:1
по слово джумагулова :  count:2  textCnt:1
связанный с его :  count:2  textCnt:2
бронетехника на полигон :  count:2  textCnt:2
на несколько день :  count:2  textCnt:2
на станция по :  count:2  textCnt:2
такой небесный тело :  count:2  textCnt:2
2002 год завершился :  count:2  textCnt:2
убитый морской свинее :  count:2  textCnt:1
американский беспилотный самолёт :  count:2  textCnt:2
затрудняю доступ солнечный :  count:2  textCnt:2
весь живой на :  count:2  textCnt:2
планирую отправить к :  count:2  textCnt:2
у мы нет :  count:2  textCnt:2
противоположный сторона марс :  count:2  textCnt:1
почёл в 30 :  count:2  textCnt:2
два космонавт на :  count:2  textCnt:2
. тоннель расположен :  count:2  textCnt:2
летний ян ливэй :  count:2  textCnt:2
метр с скорость :  count:2  textCnt:2
ближайший будущее число :  count:2  textCnt:2
научно исследовательский работа :  count:2  textCnt:2
оператор , который :  count:2  textCnt:2
, накануне из :  count:2  textCnt:2
. последний к :  count:2  textCnt:2
на граню исчезновение :  count:2  textCnt:2
впп , стоянка :  count:2  textCnt:2
челнок discovery откладываюсь :  count:2  textCnt:2
, зеркало 4 :  count:2  textCnt:1
летно тактический учение :  count:2  textCnt:2
на мкс гироскоп :  count:2  textCnt:2
ремонтный работа в :  count:2  textCnt:2
из университет северный :  count:2  textCnt:2
перед их вывоз :  count:2  textCnt:2
время специалист nasa :  count:2  textCnt:2
авиация ввс до :  count:2  textCnt:2
должно продемонстрировать способность :  count:2  textCnt:2
уэйн хэйла wayne :  count:2  textCnt:2
авариен спасательный служба :  count:2  textCnt:2
среда на сайт :  count:2  textCnt:2
, изменяя их :  count:2  textCnt:2
связь на минимальный :  count:2  textCnt:2
в состав весь :  count:2  textCnt:2
ракета , способный :  count:2  textCnt:2
. однако сотрудник :  count:2  textCnt:2
разрушение поступать в :  count:2  textCnt:2
планируюсь в рамка :  count:2  textCnt:2
в пространство , :  count:2  textCnt:2
33 линейный корабль :  count:2  textCnt:2
– так называемый :  count:2  textCnt:2
отправился марсоход spirit :  count:2  textCnt:2
смог наблюдать два :  count:2  textCnt:1
новость , в :  count:2  textCnt:2
с орбита , :  count:2  textCnt:2
космический корабль за :  count:2  textCnt:2
париж . по :  count:2  textCnt:2
который являюсь выбор :  count:2  textCnt:2
, когда их :  count:2  textCnt:2
космодром в французский :  count:2  textCnt:2
система залповый огонь :  count:2  textCnt:2
состав газ , :  count:2  textCnt:2
, вхожу тру :  count:2  textCnt:2
матрица , который :  count:2  textCnt:2
микроб на марс :  count:2  textCnt:2
два возможный вариант :  count:2  textCnt:2
причина гибель солдат :  count:2  textCnt:2
и голландский астроном :  count:2  textCnt:2
белоруссия . втора :  count:2  textCnt:2
вооружённый сила провёл :  count:2  textCnt:1
когда то существую :  count:2  textCnt:2
батальон вдв бундесвер :  count:2  textCnt:2
кадис франко испанский :  count:2  textCnt:2
космический телескоп chandra :  count:2  textCnt:2
с который связан :  count:2  textCnt:2
удался , поскольку :  count:2  textCnt:2
единственный в мир :  count:2  textCnt:2
не сообщаюсь , :  count:2  textCnt:2
астрономия вашингтонский университет :  count:2  textCnt:2
седьмой экспедиция посещение :  count:2  textCnt:1
. такой процесс :  count:2  textCnt:2
, выход есть :  count:2  textCnt:2
. они отправился :  count:2  textCnt:1
воздух , сообщаю :  count:2  textCnt:2
вторгнулся в воздушный :  count:2  textCnt:2
эксперимент на летающий :  count:2  textCnt:1
сайт газета коммерсант :  count:2  textCnt:2
на совещание , :  count:2  textCnt:2
между российский федерация :  count:2  textCnt:2
двигающийся по орбита :  count:2  textCnt:2
изменение объема или :  count:2  textCnt:2
за температура мировой :  count:2  textCnt:2
к станция мир :  count:2  textCnt:2
артиллерийский система и :  count:2  textCnt:2
щит мир 2005 :  count:2  textCnt:2
, что возвращение :  count:2  textCnt:2
на служба , :  count:2  textCnt:2
. выступая перед :  count:2  textCnt:2
полю человек на :  count:2  textCnt:2
они ещё могу :  count:2  textCnt:2
человек встал на :  count:2  textCnt:1
ни раз не :  count:2  textCnt:2
беспилотный космический аппарат :  count:2  textCnt:2
, сложившийся в :  count:2  textCnt:2
армия китай генерал :  count:2  textCnt:2
science daily . :  count:2  textCnt:2
. в штат :  count:2  textCnt:2
технология это невозможно :  count:2  textCnt:2
век , а :  count:2  textCnt:2
четырех датчик уровень :  count:2  textCnt:2
зонд должен есть :  count:2  textCnt:2
very large telescope :  count:2  textCnt:2
консультация по вопрос :  count:2  textCnt:2
обязательный предмет . :  count:2  textCnt:2
станция можно считать :  count:2  textCnt:2
надеюсь учёный , :  count:2  textCnt:2
вывод американский военный :  count:2  textCnt:2
есть обнаружен британский :  count:2  textCnt:2
настоящее время сша :  count:2  textCnt:2
ангар , где :  count:2  textCnt:2
100 километр в :  count:2  textCnt:2
, начальник вооружение :  count:2  textCnt:2
траектория движение комета :  count:2  textCnt:2
будущее экспедиция . :  count:2  textCnt:2
неизвестный происхождение , :  count:2  textCnt:2
венгерский компания curris :  count:2  textCnt:2
полный комплекс испытание :  count:2  textCnt:2
пересмотр договор о :  count:2  textCnt:2
не нуждаюсь в :  count:2  textCnt:2
относительно того , :  count:2  textCnt:2
старшина , а :  count:2  textCnt:2
5 градус . :  count:2  textCnt:2
того , такой :  count:2  textCnt:2
газ . кроме :  count:2  textCnt:2
. имя удался :  count:2  textCnt:2
словакия открылся мемориал :  count:2  textCnt:1
технология . этот :  count:2  textCnt:2
240 градус цельсий :  count:2  textCnt:2
так как он :  count:2  textCnt:2
программа режим саддам :  count:2  textCnt:2
. но по :  count:2  textCnt:2
орбита российский транспортный :  count:2  textCnt:2
сообщаю газета ha :  count:2  textCnt:2
, как учёный :  count:2  textCnt:2
combat systems . :  count:2  textCnt:2
, действие который :  count:2  textCnt:2
пострадал . в :  count:2  textCnt:2
снимка , на :  count:2  textCnt:2
есть идти о :  count:2  textCnt:2
покрывало вешу земной :  count:2  textCnt:2
указ о присуждение :  count:2  textCnt:1
на сайт уголок :  count:2  textCnt:2
один и темь :  count:2  textCnt:2
spaceref . com :  count:2  textCnt:2
заминка в подготовка :  count:2  textCnt:2
катапультировался . самолёт :  count:2  textCnt:2
теоретический модель материя :  count:2  textCnt:2
пристыковался к российский :  count:2  textCnt:2
с спасательный миссия :  count:2  textCnt:2
пру это энергия :  count:2  textCnt:2
работа и вернулся :  count:2  textCnt:2
август . тогда :  count:2  textCnt:2
8 секунда двигатель :  count:2  textCnt:2
и северный чащу :  count:2  textCnt:2
наш представление о :  count:2  textCnt:2
о сокращение военный :  count:2  textCnt:2
, объявил 26 :  count:2  textCnt:2
земной атмосфера , :  count:2  textCnt:2
возраст , не :  count:2  textCnt:2
вооружение перуанский армия :  count:2  textCnt:1
из за высокий :  count:2  textCnt:2
всемирный выставка экспо :  count:2  textCnt:1
представляю себя миниатюрный :  count:2  textCnt:2
же не сработал :  count:2  textCnt:2
настоящее время индий :  count:2  textCnt:2
, который установлен :  count:2  textCnt:2
на себе основной :  count:2  textCnt:2
крыло шаттл . :  count:2  textCnt:2
формат sony atrac :  count:2  textCnt:2
любой случай , :  count:2  textCnt:2
10 15 процент :  count:2  textCnt:2
прыжок с парашют :  count:2  textCnt:2
сам космический аппарат :  count:2  textCnt:2
на вооружение новый :  count:2  textCnt:2
радиационный пояс земля :  count:2  textCnt:2
microsoft и dell :  count:2  textCnt:1
есть отложен . :  count:2  textCnt:2
испытание прошёл успешно :  count:2  textCnt:2
с сентябрь 2004 :  count:2  textCnt:2
коламбии и к :  count:2  textCnt:2
корпорация news corporation :  count:2  textCnt:2
до северный полюс :  count:2  textCnt:2
по слово последний :  count:2  textCnt:2
начало подготовка к :  count:2  textCnt:2
около три минута :  count:2  textCnt:2
представитель пентагон , :  count:2  textCnt:2
точка зрение классический :  count:2  textCnt:2
сообщил в вторник :  count:2  textCnt:2
на станция свежий :  count:2  textCnt:2
в вторник заявил :  count:2  textCnt:2
. развитие космический :  count:2  textCnt:2
в 17 55 :  count:2  textCnt:2
обязанность , в :  count:2  textCnt:2
оружие калибр менее :  count:2  textCnt:2
самый древний из :  count:2  textCnt:2
счет состоятельный клиент :  count:2  textCnt:2
от заданный траектория :  count:2  textCnt:2
20 год в :  count:2  textCnt:2
он есть заменен :  count:2  textCnt:2
межзвездное пространство . :  count:2  textCnt:2
оцениваюсь примерно в :  count:2  textCnt:2
в такой род :  count:2  textCnt:2
после это срок :  count:2  textCnt:2
за четыре день :  count:2  textCnt:2
в чащу армейский :  count:2  textCnt:2
черноморский флот и :  count:2  textCnt:2
корабль , способный :  count:2  textCnt:2
не удаюсь . :  count:2  textCnt:2
темп правительство объявил :  count:2  textCnt:2
точка зрение , :  count:2  textCnt:2
выдвинул гипотеза , :  count:2  textCnt:2
между китай и :  count:2  textCnt:2
военный полигон сарышаган :  count:2  textCnt:2
федеральный округ . :  count:2  textCnt:2
250 километр в :  count:2  textCnt:2
дыра расположен в :  count:2  textCnt:2
невозможно ни свой :  count:2  textCnt:2
июль . о :  count:2  textCnt:2
, есть составлен :  count:2  textCnt:2
не есть взаимодействовать :  count:2  textCnt:1
. версия о :  count:2  textCnt:2
sea change technology :  count:2  textCnt:2
тма 5 доставил :  count:2  textCnt:2
чжу чэнху , :  count:2  textCnt:2
и возвращение на :  count:2  textCnt:2
сообщаю сайт cnn :  count:2  textCnt:2
быть доставлен на :  count:2  textCnt:2
с половина месяц :  count:2  textCnt:2
дверь с автомобиль :  count:2  textCnt:2
того , шарип :  count:2  textCnt:2
новое год , :  count:2  textCnt:2
в 1 миллион :  count:2  textCnt:2
зонд на марс :  count:2  textCnt:2
обычный материя . :  count:2  textCnt:2
в корнельский университет :  count:2  textCnt:2
микроволны нагреваю вод :  count:2  textCnt:2
не удался доставить :  count:2  textCnt:2
бактерия и моллюск :  count:2  textCnt:1
рука террорист . :  count:2  textCnt:2
в течение среда :  count:2  textCnt:2
провел в воздух :  count:2  textCnt:2
связанный с это :  count:2  textCnt:2
горюч смазочный материал :  count:2  textCnt:1
власть , но :  count:2  textCnt:2
бомбардировщик с подмосковный :  count:2  textCnt:2
пру неудачный попытка :  count:2  textCnt:2
может быть расформирован :  count:2  textCnt:2
миллиард год том :  count:2  textCnt:2
в число который :  count:2  textCnt:2
помощь один из :  count:2  textCnt:2
источник в правительство :  count:2  textCnt:2
, что мост :  count:2  textCnt:2
, что группа :  count:2  textCnt:2
в 12 . :  count:2  textCnt:2
, расположенный под :  count:2  textCnt:2
пишу журнал new :  count:2  textCnt:2
космос , однако :  count:2  textCnt:2
понедельник . по :  count:2  textCnt:2
течение 6 час :  count:2  textCnt:2
пилотируемый полёт к :  count:2  textCnt:2
работать в космос :  count:2  textCnt:2
превышение должностной полномочие :  count:2  textCnt:1
разрушаюсь из за :  count:2  textCnt:2
на мкс продукт :  count:2  textCnt:2
на mars express :  count:2  textCnt:1
слово , союз :  count:2  textCnt:2
земля с разрешение :  count:2  textCnt:1
в архангельский область :  count:2  textCnt:2
в 1970 год :  count:2  textCnt:2
зонд есть запущен :  count:2  textCnt:2
космический тело неправильный :  count:2  textCnt:2
. если их :  count:2  textCnt:2
земной кора , :  count:2  textCnt:2
, где сейчас :  count:2  textCnt:2
, что федеральный :  count:2  textCnt:2
yang liwei , :  count:2  textCnt:2
в книга рекорд :  count:2  textCnt:2
корабль . к :  count:2  textCnt:2
сайт globalsecurity . :  count:2  textCnt:2
, что пекин :  count:2  textCnt:2
, и 14 :  count:2  textCnt:2
за версия с :  count:2  textCnt:1
в nasa надеюсь :  count:2  textCnt:2
, от это :  count:2  textCnt:2
который должен состояться :  count:2  textCnt:2
в смарт сити :  count:2  textCnt:1
рано или поздно :  count:2  textCnt:2
авианесущий крейсер адмирал :  count:2  textCnt:2
продлился ещё четыре :  count:2  textCnt:2
рабочий группа по :  count:2  textCnt:2
гироскоп и максимально :  count:2  textCnt:2
. для проверка :  count:2  textCnt:2
танкоремонтный завод осуществляюсь :  count:2  textCnt:2
консорциум blu ray :  count:2  textCnt:1
в несколько километр :  count:2  textCnt:1
который 50 поступил :  count:2  textCnt:2
переношусь дважды по :  count:2  textCnt:2
с земля опасный :  count:2  textCnt:2
экипаж девятый международный :  count:2  textCnt:2
не угрожаю китай :  count:2  textCnt:1
в инфракрасный луч :  count:2  textCnt:2
, после это :  count:2  textCnt:2
снг . в :  count:2  textCnt:2
быль отправиться на :  count:2  textCnt:2
corporation , который :  count:2  textCnt:2
в воздух дозаправка :  count:2  textCnt:2
полтора миллиард доллар :  count:2  textCnt:2
, и космонавт :  count:2  textCnt:2
баз на луна :  count:2  textCnt:2
морской корпус пётр :  count:2  textCnt:2
на пост глава :  count:2  textCnt:2
президент киргизия курманбек :  count:2  textCnt:2
назначен на 26 :  count:2  textCnt:1
. именно это :  count:2  textCnt:2
сообщаюсь . между :  count:2  textCnt:2
астронавт в космос :  count:2  textCnt:2
стандартный модель , :  count:2  textCnt:2
партия бронетранспортеров m1117 :  count:2  textCnt:2
в время проведение :  count:2  textCnt:2
срок эксплуатация который :  count:2  textCnt:2
черноморский регион . :  count:2  textCnt:2
в конгресс законопроект :  count:2  textCnt:2
, боев машина :  count:2  textCnt:1
spaceshipone стал победитель :  count:2  textCnt:2
2 тысяча доллар :  count:2  textCnt:2
компьютерный мышь , :  count:2  textCnt:1
. о они :  count:2  textCnt:2
1959 год . :  count:2  textCnt:2
понедельник газета время :  count:2  textCnt:2
основной тяжелая ракета :  count:2  textCnt:2
планирующийся к запуск :  count:2  textCnt:2
, представитель пентагон :  count:2  textCnt:2
первое после гибель :  count:2  textCnt:2
над проект . :  count:2  textCnt:2
. третий , :  count:2  textCnt:2
март 2000 год :  count:2  textCnt:2
майкл финк есть :  count:2  textCnt:2
подсчитал , что :  count:2  textCnt:2
и поступил в :  count:2  textCnt:2
апрель 2029 год :  count:2  textCnt:2
на ожог . :  count:2  textCnt:2
попытка старт и :  count:2  textCnt:2
успешно конкурировать с :  count:2  textCnt:2
усилие , чтобы :  count:2  textCnt:2
россия завершён испытание :  count:2  textCnt:1
флот и сдал :  count:2  textCnt:2
и самолёт , :  count:2  textCnt:1
автоматический миссия . :  count:2  textCnt:2
американский баз ганчи :  count:2  textCnt:2
обработка снимок , :  count:2  textCnt:2
. система есть :  count:2  textCnt:1
. в соревнование :  count:2  textCnt:2
европейский лаборатория физик :  count:2  textCnt:2
вертолетов и 100 :  count:2  textCnt:2
, должно быть :  count:2  textCnt:2
период , который :  count:2  textCnt:2
что это делаюсь :  count:2  textCnt:2
через северный полюс :  count:2  textCnt:1
патрулирование на надводный :  count:2  textCnt:2
. апл проект :  count:2  textCnt:2
, пилотируемый два :  count:2  textCnt:2
и техник , :  count:2  textCnt:2
, объединенных в :  count:2  textCnt:2
условие конкурс приз :  count:2  textCnt:2
аппарат от разгонный :  count:2  textCnt:2
от военный служба :  count:2  textCnt:2
неудача . весь :  count:2  textCnt:2
независимость сша . :  count:2  textCnt:2
согласно современный представление :  count:2  textCnt:2
космонавт космический войско :  count:2  textCnt:2
финансовый и технический :  count:2  textCnt:1
1985 год , :  count:2  textCnt:2
предмет в школа :  count:2  textCnt:2
, природный газ :  count:2  textCnt:2
подтвердить , что :  count:2  textCnt:2
. сделка состоялся :  count:2  textCnt:2
и станция . :  count:2  textCnt:2
5 тонна груз :  count:2  textCnt:2
проверка весь поверхность :  count:2  textCnt:2
два последний год :  count:2  textCnt:2
исчезать многие вид :  count:2  textCnt:1
разработка новое технология :  count:2  textCnt:2
аппарат , передаю :  count:2  textCnt:2
новость в центр :  count:2  textCnt:2
на авианосец карл :  count:2  textCnt:2
с помощь компьютерный :  count:2  textCnt:2
мкс космический грузовик :  count:2  textCnt:2
качество фотография 23 :  count:2  textCnt:2
речь может идти :  count:2  textCnt:2
приведет к существенный :  count:2  textCnt:2
касаюсь , в :  count:2  textCnt:2
авиационный двигатель ала :  count:2  textCnt:2
год , представленный :  count:2  textCnt:2
, есть предоставлен :  count:2  textCnt:2
их оказался горазд :  count:2  textCnt:2
год . телескоп :  count:2  textCnt:2
на мкс они :  count:2  textCnt:2
один день , :  count:2  textCnt:2
штаб вмф , :  count:2  textCnt:2
, и десятка :  count:2  textCnt:2
раскопка быль обнаружен :  count:2  textCnt:1
остаток комета , :  count:2  textCnt:2
нынешний снимка , :  count:2  textCnt:2
в вашингтон , :  count:2  textCnt:2
за нетрадиционный форма :  count:2  textCnt:1
и за столкновение :  count:2  textCnt:2
грвз . переговоры :  count:2  textCnt:2
бордовый цвет . :  count:2  textCnt:2
с армения , :  count:2  textCnt:2
, когда пру :  count:2  textCnt:2
неблагоприятный стечение обстоятельство :  count:2  textCnt:2
, 7 километр :  count:2  textCnt:2
nasa фред грегори :  count:2  textCnt:2
целесообразность выделение значительный :  count:2  textCnt:2
до 45 танк :  count:2  textCnt:2
. ru эксперт :  count:2  textCnt:2
том число для :  count:2  textCnt:2
компания гордон мур :  count:2  textCnt:2
миллиард рубль на :  count:2  textCnt:2
21 октябрь вильнёв :  count:2  textCnt:2
о начало новый :  count:2  textCnt:1
. сообщаюсь также :  count:2  textCnt:2
который не хватаю :  count:2  textCnt:2
и ведомство . :  count:2  textCnt:2
что , вероятно :  count:2  textCnt:2
первый случай , :  count:2  textCnt:2
поповкин , два :  count:2  textCnt:2
не оказываю . :  count:2  textCnt:2
представляю себя плоский :  count:2  textCnt:2
, есть инспектировать :  count:2  textCnt:2
на орбита высота :  count:2  textCnt:2
способ борьба с :  count:2  textCnt:2
российский модуль заря :  count:2  textCnt:2
тематика , и :  count:2  textCnt:2
. серийный выпуск :  count:2  textCnt:2
загорелся пар дизельный :  count:2  textCnt:2
космический челнок колумбия :  count:2  textCnt:2
цифровой камера , :  count:2  textCnt:2
матрос и старшина :  count:2  textCnt:2
, есть ещё :  count:2  textCnt:2
экипаж 10 й :  count:2  textCnt:2
. о плитка :  count:2  textCnt:2
потребовался для того :  count:2  textCnt:2
было опубликован в :  count:2  textCnt:2
вхожу сверхзвуковой высокоточный :  count:2  textCnt:2
именно из за :  count:2  textCnt:2
подводной лодка четвертого :  count:2  textCnt:2
вблизи черной дыра :  count:2  textCnt:2
проект составляю около :  count:2  textCnt:2
м 51 с :  count:2  textCnt:2
, их уничтожение :  count:2  textCnt:2
последний подпись имею :  count:2  textCnt:2
, на расстояние :  count:2  textCnt:2
глобальный изменение климат :  count:2  textCnt:1
и должен есть :  count:2  textCnt:2
так называемый стандартный :  count:2  textCnt:2
. их рост :  count:2  textCnt:2
и именно в :  count:2  textCnt:2
независимый газета , :  count:2  textCnt:2
мыс трафальгар на :  count:2  textCnt:2
информация о его :  count:2  textCnt:2
последний тридцать год :  count:2  textCnt:2
один , а :  count:2  textCnt:2
исполняющий обязанность министр :  count:2  textCnt:2
. такой предположение :  count:2  textCnt:2
на марс найден :  count:2  textCnt:2
дополнительный резерв кислород :  count:2  textCnt:2
предоставляться на коммерческий :  count:2  textCnt:2
этот способ получение :  count:2  textCnt:2
технический сотрудничество , :  count:2  textCnt:2
в ввс россия :  count:2  textCnt:2
представитель департамент охрана :  count:2  textCnt:1
возможный риск . :  count:2  textCnt:2
1947 год , :  count:2  textCnt:2
с близкий расстояние :  count:2  textCnt:2
что парашют зонд :  count:2  textCnt:2
руководство агентство обсуждаю :  count:2  textCnt:2
информация о этот :  count:2  textCnt:2
. углекислый газ :  count:2  textCnt:1
объемы ценный информация :  count:2  textCnt:2
в она принял :  count:2  textCnt:2
, аналогичный том :  count:2  textCnt:2
год северокорейский власть :  count:2  textCnt:2
с атмосфера , :  count:2  textCnt:2
также 49 гражданский :  count:2  textCnt:2
2 08 по :  count:2  textCnt:2
домой . кроме :  count:2  textCnt:2
процент , и :  count:2  textCnt:2
пилотский кабина . :  count:2  textCnt:2
что может означать :  count:2  textCnt:2
на использование голубой :  count:2  textCnt:2
основание предположить , :  count:2  textCnt:2
объект с точность :  count:2  textCnt:2
массивный черную дыра :  count:2  textCnt:1
дивизия , дислоцированный :  count:2  textCnt:2
вместе с водяной :  count:2  textCnt:2
сам современный спутниковый :  count:2  textCnt:2
исследование , опубликованный :  count:2  textCnt:2
проект в сфера :  count:2  textCnt:2
август 2006 год :  count:2  textCnt:2
солнечный энергия . :  count:2  textCnt:2
на римский форум :  count:2  textCnt:1
а стыковка с :  count:2  textCnt:2
, провел в :  count:2  textCnt:2
температура и количество :  count:2  textCnt:2
как рассказал интерфакс :  count:2  textCnt:2
отношение этот страна :  count:2  textCnt:2
. с орбита :  count:2  textCnt:2
корабль , подводной :  count:2  textCnt:2
, остался неизменный :  count:2  textCnt:2
по химический состав :  count:2  textCnt:2
шаттл на неопределенный :  count:2  textCnt:2
животное , возможно :  count:2  textCnt:2
прототип робот . :  count:2  textCnt:2
на срочный военный :  count:2  textCnt:2
и индийский корпорация :  count:2  textCnt:2
жюль верн . :  count:2  textCnt:2
за весь свой :  count:2  textCnt:2
который , предположительно :  count:2  textCnt:2
30 метр . :  count:2  textCnt:2
из запланированный шесть :  count:2  textCnt:2
в перспектива стал :  count:2  textCnt:2
эхуд ольмертом . :  count:2  textCnt:2
, чтобы с :  count:2  textCnt:2
13 июль это :  count:2  textCnt:2
первое рейс шаттл :  count:2  textCnt:2
что зонд , :  count:2  textCnt:2
компьютер , который :  count:2  textCnt:2
управление полёт в :  count:2  textCnt:2
другой сторона планет :  count:2  textCnt:2
world community grid :  count:2  textCnt:1
работа на стартовый :  count:2  textCnt:2
два баз вмф :  count:2  textCnt:2
пять модернизованный танк :  count:2  textCnt:2
испанский эскадра 33 :  count:2  textCnt:2
инженер nasa принял :  count:2  textCnt:2
ресурс боеприпас , :  count:2  textCnt:1
по данные центр :  count:2  textCnt:2
по это факт :  count:2  textCnt:2
скорость вращение планет :  count:2  textCnt:1
очередь , что :  count:2  textCnt:2
, расходный оборудование :  count:2  textCnt:2
принятый 35 год :  count:2  textCnt:2
расстояние и заняв :  count:2  textCnt:2
вопрос реализация совместный :  count:2  textCnt:2
такой как ддт :  count:2  textCnt:2
молния м упал :  count:2  textCnt:2
нахожусь около 50 :  count:2  textCnt:2
могу сказаться на :  count:2  textCnt:2
на лунный поверхность :  count:2  textCnt:2
по сила с :  count:2  textCnt:1
внеземной форма жизнь :  count:2  textCnt:2
с помощь лазерный :  count:2  textCnt:2
они вживил электрод :  count:2  textCnt:2
пока неясно . :  count:2  textCnt:2
граница с сирия :  count:2  textCnt:2
китайский учение мирный :  count:2  textCnt:2
космический агентство андра :  count:2  textCnt:2
центр имя кеннеди :  count:2  textCnt:2
не то , :  count:2  textCnt:2
рубеж высота и :  count:2  textCnt:2
военен диверсионный игра :  count:2  textCnt:1
датчик , установленный :  count:2  textCnt:2
главное управление по :  count:2  textCnt:2
район . на :  count:2  textCnt:2
до нынешний момент :  count:2  textCnt:2
подчеркнул в пресс :  count:2  textCnt:2
имя ещё предстою :  count:2  textCnt:2
год huygens должен :  count:2  textCnt:2
начался совместный учение :  count:2  textCnt:2
2007 год китай :  count:2  textCnt:2
а не через :  count:2  textCnt:2
орбита . он :  count:2  textCnt:2
на этот период :  count:2  textCnt:2
в провинция ганьсу :  count:2  textCnt:2
как дальше бороться :  count:2  textCnt:2
6 час . :  count:2  textCnt:2
европейский автоматический межпланетный :  count:2  textCnt:2
регион , и :  count:2  textCnt:2
государственный организация , :  count:2  textCnt:2
согласно новое требование :  count:2  textCnt:2
и улучшение вооружение :  count:2  textCnt:2
материал . учёный :  count:2  textCnt:2
вмс сша . :  count:2  textCnt:2
грузовик , который :  count:2  textCnt:2
. операция по :  count:2  textCnt:2
принят после посадка :  count:2  textCnt:2
профессор университет в :  count:2  textCnt:2
800 миллион доллар :  count:2  textCnt:2
масса солнце . :  count:2  textCnt:2
тяжелый атомный ракетный :  count:2  textCnt:2
зенитный ракетный система :  count:2  textCnt:2
x prize и :  count:2  textCnt:2
, что применение :  count:2  textCnt:2
на dvd запись :  count:2  textCnt:2
температура , пру :  count:2  textCnt:2
постановление правительство , :  count:2  textCnt:2
уж в третий :  count:2  textCnt:2
, повлекшая по :  count:2  textCnt:2
и скорость их :  count:2  textCnt:2
о это он :  count:2  textCnt:2
сообщил руководитель роскосмос :  count:2  textCnt:2
войско специальный назначение :  count:2  textCnt:2
чемезов добавил , :  count:2  textCnt:2
, сам себя :  count:2  textCnt:2
это , согласно :  count:2  textCnt:2
испытание космический средство :  count:2  textCnt:2
десяток год . :  count:2  textCnt:2
на 160 170 :  count:2  textCnt:2
к неожиданный вывод :  count:2  textCnt:2
телерадиовещание , телефония :  count:2  textCnt:2
свой вариант решение :  count:2  textCnt:2
космический ракета , :  count:2  textCnt:2
thinkpad , картридж :  count:2  textCnt:2
метеор размер с :  count:2  textCnt:2
российский нпо имя :  count:2  textCnt:2
российский военный проводить :  count:2  textCnt:2
доставил на земля :  count:2  textCnt:2
вынужден либо изготавливать :  count:2  textCnt:2
использовал прогресс м50 :  count:2  textCnt:2
скорее весь есть :  count:2  textCnt:2
мозг , который :  count:2  textCnt:2
